"fixed acidity","volatile acidity","citric acid","residual sugar","chlorides","free sulfur dioxide","total sulfur dioxide","density","pH","sulphates","alcohol","quality","Type"
"5259",6.7,0.22,0.39,1.2,0.049,26,152,0.99346,3.5,0.47,10,6,"White"
"5260",6.1,0.6,0.12,1.8,0.05,11,76,0.99268,3.42,0.48,10.4,4,"White"
"5261",6.5,0.26,0.31,1.3,0.034,59,145,0.98944,3.16,0.54,12.4,6,"White"
"5262",5,0.29,0.54,5.7,0.035,54,155,0.98976,3.27,0.34,12.9,8,"White"
"5263",5.4,0.53,0.16,2.7,0.036,34,128,0.98856,3.2,0.53,13.2,8,"White"
"5264",6.8,0.21,0.26,11.7,0.038,61,152,0.99523,3.02,0.56,10.5,7,"White"
"5265",5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,8,"White"
"5266",6.5,0.27,0.26,11,0.03,2,82,0.99402,3.07,0.36,11.2,5,"White"
"5267",5.9,0.37,0.32,1.6,0.029,41,102,0.98916,3.41,0.55,12.7,7,"White"
"5268",6.2,0.21,0.18,11.6,0.044,61,155,0.99655,3.14,0.52,9.4,6,"White"
"5269",6.8,0.3,0.29,6.2,0.025,29,95,0.99071,3.03,0.32,12.9,7,"White"
"5270",7.3,0.41,0.29,1.8,0.032,26,74,0.98889,2.96,0.35,13,8,"White"
"5271",5.4,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7,"White"
"5272",6.6,0.34,0.2,1,0.053,26,112,0.99336,3.32,0.55,9.1,5,"White"
"5273",5.6,0.25,0.19,2.4,0.049,42,166,0.992,3.25,0.43,10.4,6,"White"
"5274",5.3,0.3,0.3,1.2,0.029,25,93,0.98742,3.31,0.4,13.6,7,"White"
"5275",6.9,0.58,0.58,8.2,0.032,29,169,0.99275,3.28,0.44,12.2,6,"White"
"5276",7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5,"White"
"5277",7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,7,"White"
"5278",6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,"White"
"5279",7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8,"White"
"5280",6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7,"White"
"5281",6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,"White"
"5282",6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7,"White"
"5283",6.8,0.15,0.41,12.9,0.044,79.5,183,0.99742,3.24,0.78,10.2,6,"White"
"5284",7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,5,"White"
"5285",6,0.16,0.27,12,0.03,39,98,0.99402,3.15,0.34,10.8,5,"White"
"5286",7.1,0.21,0.35,2.5,0.04,41,186,0.99128,3.32,0.56,12.5,6,"White"
"5287",7,0.22,0.26,9.2,0.027,37,122,0.99228,3.06,0.34,12.5,8,"White"
"5288",5.6,0.21,0.24,4.4,0.027,37,150,0.991,3.3,0.31,11.5,7,"White"
"5289",7.4,0.22,0.26,8.8,0.027,23,112,0.9931,2.98,0.41,11.4,6,"White"
"5290",7.1,0.2,0.27,9.6,0.037,19,105,0.99444,3.04,0.37,10.5,7,"White"
"5291",6.8,0.31,0.3,8,0.028,33,122,0.99164,3.13,0.63,12.6,7,"White"
"5292",7.2,0.23,0.25,18.8,0.085,19,111,1.00044,3.1,0.51,8.7,5,"White"
"5293",6.4,0.15,0.4,1.3,0.053,61,146,0.99112,3.17,0.68,11,6,"White"
"5294",6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,7,"White"
"5295",6.8,0.15,0.41,12.9,0.044,79.5,182,0.99742,3.24,0.78,10.2,6,"White"
"5296",6.3,0.22,0.34,1.2,0.036,32,96,0.98961,3.06,0.74,11.6,6,"White"
"5297",7.6,0.3,0.37,1.6,0.087,27,177,0.99438,3.09,0.5,9.8,5,"White"
"5298",7,0.3,0.27,1.5,0.076,24,145,0.99344,3.1,0.52,10.1,5,"White"
"5299",6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,5,"White"
"5300",7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,"White"
"5301",7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,"White"
"5302",7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,"White"
"5303",7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,"White"
"5304",6.6,0.15,0.34,1,0.037,45,79,0.98949,2.96,0.5,11.7,6,"White"
"5305",6.7,0.34,0.43,1.6,0.041,29,114,0.99014,3.23,0.44,12.6,6,"White"
"5306",7.7,0.35,0.46,11.8,0.088,61,183,0.99786,2.86,0.47,9,5,"White"
"5307",6.7,0.31,0.09,1.4,0.039,53,141,0.99206,3.12,0.44,10.1,5,"White"
"5308",4.7,0.67,0.09,1,0.02,5,9,0.98722,3.3,0.34,13.6,5,"White"
"5309",7.5,0.24,0.31,13.1,0.05,26,180,0.99884,3.05,0.53,9.1,6,"White"
"5310",6.3,0.2,0.18,10.6,0.045,57,159,0.99666,3.09,0.54,9.2,5,"White"
"5311",6.6,0.28,0.23,10.4,0.049,45,190,0.99754,3.12,0.51,8.8,5,"White"
"5312",8.5,0.18,0.3,1.1,0.028,34,95,0.99272,2.83,0.36,10,4,"White"
"5313",6.5,0.35,0.38,7.4,0.036,20,196,0.99712,3.47,0.48,9.1,6,"White"
"5314",6.8,0.22,0.26,1.2,0.041,29,182,0.99104,3.04,0.35,11.2,5,"White"
"5315",6.3,0.18,0.24,3.4,0.053,20,119,0.99373,3.11,0.52,9.2,6,"White"
"5316",6.6,0.26,0.22,18.15,0.05,23,139,0.99904,3.06,0.5,9.2,5,"White"
"5317",6.6,0.3,0.45,8,0.038,54,200,0.9956,3.18,0.48,9.5,5,"White"
"5318",6.3,0.34,0.27,2.5,0.024,40,152,0.99095,3.35,0.6,11.9,7,"White"
"5319",7.7,0.3,0.23,2,0.068,28,138,0.99382,3.11,0.62,9.8,5,"White"
"5320",7.7,0.31,0.23,2,0.069,29,134,0.99382,3.11,0.62,9.8,5,"White"
"5321",5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,7,"White"
"5322",5.4,0.255,0.33,1.2,0.051,29,122,0.99048,3.37,0.66,11.3,6,"White"
"5323",6.6,0.26,0.28,9.4,0.028,13,121,0.99254,3.17,0.34,12.1,6,"White"
"5324",4.8,0.17,0.28,2.9,0.03,22,111,0.9902,3.38,0.34,11.3,7,"White"
"5325",5.7,0.265,0.28,6.9,0.036,46,150,0.99299,3.36,0.44,10.8,7,"White"
"5326",6.2,0.2,0.33,5.4,0.028,21,75,0.99012,3.36,0.41,13.5,7,"White"
"5327",7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,5,"White"
"5328",6.2,0.22,0.2,20.8,0.035,58,184,1.00022,3.11,0.53,9,6,"White"
"5329",7,0.34,0.26,10.3,0.041,51,166,0.99382,3.08,0.35,11.6,6,"White"
"5330",7.5,0.28,0.41,1.3,0.044,11,126,0.99293,3.28,0.45,10.3,5,"White"
"5331",6.5,0.19,0.34,1.6,0.029,39,116,0.98954,3.21,0.68,12.5,6,"White"
"5332",6,0.21,0.29,13.1,0.042,28,125,0.99936,3.39,0.45,8.6,5,"White"
"5333",6.1,0.22,0.46,1.8,0.16,34,74,0.9884,3.19,0.33,13.4,6,"White"
"5334",6.5,0.32,0.48,8,0.026,18,88,0.99144,3.22,0.79,12.7,4,"White"
"5335",7.1,0.21,0.72,1.6,0.167,65,120,0.99324,2.97,0.51,9.2,5,"White"
"5336",5.6,0.26,0.18,1.4,0.034,18,135,0.99174,3.32,0.35,10.2,6,"White"
"5337",7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,"White"
"5338",7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,"White"
"5339",7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,"White"
"5340",7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,"White"
"5341",7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,"White"
"5342",7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,"White"
"5343",7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,"White"
"5344",7.4,0.27,0.28,1.8,0.04,45,121,0.99043,3.02,0.4,11.9,5,"White"
"5345",6.8,0.22,0.3,10.6,0.07,67,194,0.99654,2.89,0.42,9,6,"White"
"5346",6.2,0.24,0.25,12.5,0.055,47,134,0.99758,3.3,0.51,9,5,"White"
"5347",6.3,0.28,0.29,6.8,0.051,40,143,0.99374,3.43,0.59,11,6,"White"
"5348",7,0.15,0.28,14.7,0.051,29,149,0.99792,2.96,0.39,9,7,"White"
"5349",5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,5,"White"
"5350",6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,5,"White"
"5351",6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,5,"White"
"5352",5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8,"White"
"5353",7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6,"White"
"5354",5.5,0.17,0.23,2.9,0.039,10,108,0.99243,3.28,0.5,10,5,"White"
"5355",6.5,0.26,0.34,1.4,0.04,25,184,0.99216,3.29,0.46,10.7,5,"White"
"5356",6.6,0.27,0.33,1.4,0.042,24,183,0.99215,3.29,0.46,10.7,5,"White"
"5357",7.8,0.19,0.32,7.4,0.015,47,124,0.99278,2.99,0.39,11,6,"White"
"5358",7.8,0.2,0.32,5,0.016,31,101,0.99186,2.99,0.39,11,6,"White"
"5359",6.1,0.17,0.28,2.5,0.028,22,98,0.99072,3.16,0.37,11.1,7,"White"
"5360",7.4,0.2,0.35,6.1,0.025,10,40,0.99244,2.79,0.52,10.9,5,"White"
"5361",6.7,0.39,0.24,2.7,0.017,22,80,0.99084,3.03,0.37,11.5,5,"White"
"5362",5.4,0.46,0.15,2.1,0.026,29,130,0.98953,3.39,0.77,13.4,8,"White"
"5363",6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,"White"
"5364",6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,"White"
"5365",6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,"White"
"5366",6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6,"White"
"5367",6.9,0.4,0.17,12.9,0.033,59,186,0.99754,3.08,0.49,9.4,5,"White"
"5368",7.4,0.27,0.31,2.4,0.014,15,143,0.99094,3.03,0.65,12,4,"White"
"5369",6.1,0.27,0.28,9.8,0.042,61,125,0.99532,3.14,0.42,10.2,6,"White"
"5370",6.3,0.24,0.29,13.7,0.035,53,134,0.99567,3.17,0.38,10.6,6,"White"
"5371",5,0.61,0.12,1.3,0.009,65,100,0.9874,3.26,0.37,13.5,5,"White"
"5372",6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,5,"White"
"5373",6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,6,"White"
"5374",6.9,0.33,0.31,7.7,0.04,29,135,0.99226,3.11,0.57,12.3,5,"White"
"5375",6.5,0.33,0.28,6.1,0.018,41,103,0.99122,3.24,0.32,12.2,6,"White"
"5376",6.3,0.15,0.3,1.4,0.022,38,100,0.99099,3.42,0.57,11.4,7,"White"
"5377",6.5,0.32,0.45,7.7,0.022,31,97,0.99134,3.2,0.7,12.7,7,"White"
"5378",6.7,0.42,0.39,12.1,0.04,61,248,0.99794,3.31,0.58,9.7,5,"White"
"5379",7.4,0.25,0.29,6.8,0.02,31,113,0.99338,3.13,0.29,10.8,6,"White"
"5380",7.6,0.27,0.3,9.2,0.018,23,96,0.9938,3.08,0.29,11,6,"White"
"5381",6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5,5,"White"
"5382",6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,6,"White"
"5383",5.6,0.19,0.31,2.7,0.027,11,100,0.98964,3.46,0.4,13.2,7,"White"
"5384",7.4,0.29,0.48,12.8,0.037,61.5,182,0.99808,3.02,0.34,8.8,5,"White"
"5385",6.4,0.34,0.44,8.2,0.043,54,201,0.99551,3.18,0.48,9.5,5,"White"
"5386",6.6,0.27,0.52,8.1,0.044,53,202,0.99548,3.18,0.48,9.5,5,"White"
"5387",6.6,0.26,0.52,8.2,0.047,52,191,0.99541,3.16,0.47,9.5,6,"White"
"5388",6.4,0.27,0.45,8.3,0.05,52,196,0.9955,3.18,0.48,9.5,5,"White"
"5389",6.5,0.26,0.5,8,0.051,46,197,0.99536,3.18,0.47,9.5,5,"White"
"5390",6.8,0.25,0.3,11.8,0.043,53,133,0.99524,3.03,0.58,10.4,6,"White"
"5391",6.3,0.32,0.26,12,0.049,63,170,0.9961,3.14,0.55,9.9,6,"White"
"5392",5.5,0.24,0.45,1.7,0.046,22,113,0.99224,3.22,0.48,10,5,"White"
"5393",6.5,0.25,0.27,17.4,0.064,29,140,0.99776,3.2,0.49,10.1,6,"White"
"5394",6.6,0.13,0.29,13.9,0.056,33,95,0.99702,3.17,0.39,9.4,6,"White"
"5395",7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,5,"White"
"5396",7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,5,"White"
"5397",7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,5,"White"
"5398",8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,5,"White"
"5399",8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6,"White"
"5400",7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,5,"White"
"5401",7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,6,"White"
"5402",8.1,0.2,0.3,1.3,0.036,7,49,0.99242,2.99,0.73,10.3,5,"White"
"5403",8.3,0.18,0.3,1.1,0.033,20,57,0.99109,3.02,0.51,11,6,"White"
"5404",7,0.39,0.21,10.7,0.098,13,91,0.99657,3.03,0.47,9.3,5,"White"
"5405",6.8,0.21,0.62,6.4,0.041,7,113,0.99358,2.96,0.59,10.2,5,"White"
"5406",6.9,0.21,0.62,6.3,0.042,7,109,0.99358,2.96,0.59,10.2,6,"White"
"5407",7.2,0.17,0.34,6.4,0.042,16,111,0.99278,2.99,0.4,10.8,6,"White"
"5408",6.8,0.26,0.34,15.1,0.06,42,162,0.99705,3.24,0.52,10.5,3,"White"
"5409",7.2,0.28,0.38,2,0.052,23,156,0.9912,3.13,0.52,11.1,5,"White"
"5410",7.9,0.21,0.39,2,0.057,21,138,0.99176,3.05,0.52,10.9,5,"White"
"5411",7,0.3,0.28,2.2,0.042,21,177,0.99166,3.2,0.57,11.4,5,"White"
"5412",7.4,0.34,0.28,12.1,0.049,31,149,0.99677,3.22,0.49,10.3,5,"White"
"5413",6.3,0.43,0.32,8.8,0.042,18,106,0.99172,3.28,0.33,12.9,7,"White"
"5414",6.8,0.41,0.3,8.8,0.045,28,131,0.9953,3.12,0.59,9.9,5,"White"
"5415",6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,6,"White"
"5416",5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6,"White"
"5417",5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6,"White"
"5418",6.3,0.3,0.2,3.7,0.039,34,132,0.99158,3,0.38,10.7,5,"White"
"5419",6.9,0.28,0.28,12.2,0.042,52,139,0.99522,3.03,0.56,10.4,6,"White"
"5420",7,0.33,0.28,5.7,0.033,39,204,0.99176,3.17,0.64,12.5,6,"White"
"5421",6.7,0.26,0.49,8.1,0.052,48,197,0.99558,3.19,0.48,9.5,5,"White"
"5422",7.3,0.24,0.3,2.5,0.042,31,104,0.9911,3.05,0.56,11.3,7,"White"
"5423",6.7,0.46,0.21,4,0.034,12,88,0.99016,3.26,0.54,13,6,"White"
"5424",5.1,0.35,0.26,6.8,0.034,36,120,0.99188,3.38,0.4,11.5,6,"White"
"5425",5.1,0.23,0.18,1,0.053,13,99,0.98956,3.22,0.39,11.5,5,"White"
"5426",6.3,0.4,0.24,5.1,0.036,43,131,0.99186,3.24,0.44,11.3,6,"White"
"5427",7.1,0.44,0.23,5.8,0.035,24,100,0.99062,3.15,0.57,13.2,7,"White"
"5428",4.8,0.26,0.23,10.6,0.034,23,111,0.99274,3.46,0.28,11.5,7,"White"
"5429",6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,5,"White"
"5430",6.8,0.31,0.19,3.5,0.086,30,130,0.993,2.83,0.44,9.6,5,"White"
"5431",7,0.15,0.29,16.4,0.058,45,110,0.9978,3.15,0.37,9.7,6,"White"
"5432",6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,5,"White"
"5433",6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5,"White"
"5434",8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,6,"White"
"5435",8,0.27,0.33,1.2,0.05,41,103,0.99002,3,0.45,12.4,6,"White"
"5436",6.5,0.41,0.22,4.8,0.052,49,142,0.9946,3.14,0.62,9.2,5,"White"
"5437",6.2,0.31,0.23,3.3,0.052,34,113,0.99429,3.16,0.48,8.4,5,"White"
"5438",6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6,"White"
"5439",6.6,0.21,0.5,8.7,0.036,41,191,0.99294,2.96,0.56,11,6,"White"
"5440",7.5,0.26,0.31,1.6,0.032,36,109,0.99044,2.97,0.43,11.9,6,"White"
"5441",7.5,0.34,0.28,4,0.028,46,100,0.98958,3.2,0.5,13.2,7,"White"
"5442",6.7,0.37,0.25,2.5,0.028,24,84,0.9909,3.14,0.36,11.7,6,"White"
"5443",6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5,"White"
"5444",6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,6,"White"
"5445",6.4,0.32,0.23,16.2,0.055,36,176,0.9986,3.26,0.54,9.1,5,"White"
"5446",7.1,0.39,0.79,1.4,0.194,23,90,0.99212,3.17,0.46,10.5,6,"White"
"5447",8.2,0.31,0.43,7,0.047,18,87,0.99628,3.23,0.64,10.6,5,"White"
"5448",6.7,0.24,0.32,9,0.023,20,109,0.99262,3.34,0.35,12.6,6,"White"
"5449",5.9,0.17,0.29,3.1,0.03,32,123,0.98913,3.41,0.33,13.7,7,"White"
"5450",5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6,"White"
"5451",6.6,0.32,0.26,4.6,0.031,26,120,0.99198,3.4,0.73,12.5,7,"White"
"5452",5.9,0.12,0.27,4.8,0.03,40,110,0.99226,3.55,0.68,12.1,6,"White"
"5453",5.9,0.18,0.29,4.6,0.032,68,137,0.99159,3.21,0.38,11.3,6,"White"
"5454",5.9,0.2,0.23,1.5,0.037,38,93,0.99021,3.36,0.49,12,6,"White"
"5455",5.4,0.17,0.27,2.7,0.049,28,104,0.99224,3.46,0.55,10.3,6,"White"
"5456",6.1,0.21,0.3,6.3,0.039,47,136,0.99068,3.27,0.31,12.7,6,"White"
"5457",7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5,"White"
"5458",7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5,"White"
"5459",6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,6,"White"
"5460",6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6,"White"
"5461",6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6,"White"
"5462",6.6,0.39,0.22,4,0.038,17,98,0.99018,3.25,0.53,13,7,"White"
"5463",6,0.31,0.38,4.8,0.04,41,101,0.98968,3.24,0.56,13.1,6,"White"
"5464",8.4,0.23,0.32,1.3,0.048,59,113,0.99178,3.1,0.55,11,6,"White"
"5465",7.3,0.25,0.26,7.2,0.048,52,207,0.99587,3.12,0.37,9.2,5,"White"
"5466",6,0.22,0.25,11.1,0.056,112,177,0.9961,3.08,0.36,9.4,6,"White"
"5467",6.2,0.22,0.3,12.4,0.054,108,152,0.99728,3.1,0.47,9.5,6,"White"
"5468",6.1,0.23,0.27,9.8,0.055,74,134,0.99534,3.16,0.4,10.2,6,"White"
"5469",6.5,0.27,0.19,6.6,0.045,98,175,0.99364,3.16,0.34,10.1,6,"White"
"5470",7.3,0.36,0.54,13.3,0.054,63,193,0.99864,3.06,0.49,8.6,4,"White"
"5471",7.6,0.37,0.51,11.7,0.094,58,181,0.99776,2.91,0.51,9,5,"White"
"5472",6.7,0.26,0.51,8,0.062,50,194,0.99545,3.13,0.5,9.6,5,"White"
"5473",7.4,0.22,0.27,1.6,0.057,45,98,0.99299,3.29,0.44,9.9,7,"White"
"5474",6.1,0.22,0.28,16.55,0.059,54,135,0.99665,3.2,0.38,10.5,5,"White"
"5475",7.1,0.28,0.31,1.5,0.053,20,98,0.99069,3.15,0.5,11.4,5,"White"
"5476",6.5,0.35,0.31,10.2,0.069,58,170,0.99692,3.18,0.49,9.4,5,"White"
"5477",6.8,0.73,0.2,6.6,0.054,25,65,0.99324,3.12,0.28,11.1,4,"White"
"5478",6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,"White"
"5479",6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,"White"
"5480",7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5,"White"
"5481",6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6,"White"
"5482",6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,"White"
"5483",7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6,"White"
"5484",6.8,0.33,0.31,7.4,0.045,34,143,0.99226,3.06,0.55,12.2,6,"White"
"5485",7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,6,"White"
"5486",6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,6,"White"
"5487",6.2,0.27,0.26,12.1,0.046,43,127,0.9951,3.16,0.37,10.8,6,"White"
"5488",6.4,0.38,0.26,8.2,0.043,28,98,0.99234,2.99,0.31,11.4,6,"White"
"5489",7.1,0.2,0.37,1.5,0.049,28,129,0.99226,3.15,0.52,10.8,5,"White"
"5490",6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,5,"White"
"5491",7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5,"White"
"5492",5.9,0.435,0.16,6.4,0.031,21,134,0.99151,3.24,0.46,12.2,6,"White"
"5493",7,0.25,0.33,2.1,0.021,17,76,0.99021,3.26,0.45,12.3,6,"White"
"5494",6.7,0.26,0.29,7.7,0.038,40,179,0.99479,3.23,0.56,10.4,6,"White"
"5495",7,0.24,0.3,12.3,0.035,72,172,0.9954,2.99,0.57,10.4,6,"White"
"5496",8.5,0.23,0.34,1.3,0.035,54,110,0.99176,3.07,0.55,11,7,"White"
"5497",6,0.21,0.3,8.7,0.036,47,127,0.99368,3.18,0.39,10.6,5,"White"
"5498",7,0.34,0.1,3.5,0.044,17,63,0.9937,3.01,0.39,9.2,5,"White"
"5499",4.8,0.65,0.12,1.1,0.013,4,10,0.99246,3.32,0.36,13.5,4,"White"
"5500",6.1,0.22,0.38,2.8,0.144,12,65,0.9908,2.95,0.64,11.4,6,"White"
"5501",5.8,0.27,0.26,3.5,0.071,26,69,0.98994,3.1,0.38,11.5,6,"White"
"5502",5,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,7,"White"
"5503",6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7,"White"
"5504",6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7,"White"
"5505",6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7,"White"
"5506",6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7,"White"
"5507",6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7,"White"
"5508",7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,6,"White"
"5509",7.2,0.23,0.82,1.3,0.149,70,109,0.99304,2.93,0.42,9.2,6,"White"
"5510",6.5,0.33,0.3,3.8,0.036,34,88,0.99028,3.25,0.63,12.5,7,"White"
"5511",7.2,0.25,0.32,1.5,0.054,24,105,0.99154,3.17,0.48,11.1,6,"White"
"5512",6.2,0.39,0.24,4.8,0.037,45,138,0.99174,3.23,0.43,11.2,7,"White"
"5513",4.7,0.455,0.18,1.9,0.036,33,106,0.98746,3.21,0.83,14,7,"White"
"5514",7.1,0.37,0.3,6.2,0.04,49,139,0.99021,3.17,0.27,13.6,6,"White"
"5515",6.2,0.28,0.51,7.9,0.056,49,206,0.9956,3.18,0.52,9.4,5,"White"
"5516",6.4,0.35,0.28,1.6,0.037,31,113,0.98779,3.12,0.4,14.2,7,"White"
"5517",6.6,0.31,0.28,1.4,0.035,28,107,0.98836,3,0.4,13.2,6,"White"
"5518",7.4,0.25,0.37,2.6,0.05,24,132,0.99138,3.04,0.53,11.2,6,"White"
"5519",7.3,0.36,0.34,14.8,0.057,46,173,0.99751,3.14,0.57,10.2,5,"White"
"5520",6.7,0.31,0.3,2.4,0.038,30,83,0.98867,3.09,0.36,12.8,7,"White"
"5521",8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,5,"White"
"5522",8.6,0.31,0.3,0.9,0.045,16,109,0.99249,2.95,0.39,10.1,5,"White"
"5523",8.6,0.22,0.33,1.2,0.031,38,95,0.99239,2.83,0.31,10.3,5,"White"
"5524",6.9,0.14,0.29,9.9,0.056,30,91,0.99512,3.19,0.33,9.9,6,"White"
"5525",6.5,0.22,0.31,3.9,0.046,17,106,0.99098,3.15,0.31,11.5,5,"White"
"5526",6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5,"White"
"5527",6.6,0.32,0.47,15.6,0.063,27,173,0.99872,3.18,0.56,9,5,"White"
"5528",6.1,0.28,0.26,1.5,0.03,25,101,0.98894,3.03,0.41,12.1,6,"White"
"5529",6.2,0.3,0.28,1.6,0.036,28,106,0.988245,3.14,0.41,13.3,6,"White"
"5530",6.9,0.22,0.28,7.8,0.05,43,116,0.99326,3.22,0.6,11.5,8,"White"
"5531",8.7,0.31,0.21,5.6,0.039,28,67,0.99328,2.96,0.52,11,4,"White"
"5532",7.3,0.27,0.3,1.3,0.04,26,84,0.99222,3.28,0.53,10.7,6,"White"
"5533",7,0.46,0.2,16.7,0.046,50,184,0.99898,3.08,0.56,9.4,5,"White"
"5534",5.7,0.23,0.25,7.95,0.042,16,108,0.99486,3.44,0.61,10.3,6,"White"
"5535",6.5,0.36,0.36,6.7,0.185,51.5,151,0.99528,3.17,0.42,9.3,5,"White"
